"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-01-23","1.0",",,S","24.7","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-01-24","11.9",",,S","25.2","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-01-25","0.0",",,S","23.9","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-01-26","1.0",",,S","21.2","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-01-27","0.0",",,S","20.2","H,,S",,,"17.9",",,S"
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-01-28",,,"22.6","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-01-29",,,"23.4","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-01-30","31.0",",,S","19.1","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-01-31","13.0",",,S","20.0","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-01","0.0",",,S","20.8","H,,S",,,"17.5",",,S"
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-02","0.0",",,S","21.3","H,,S",,,"18.7",",,S"
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-03","0.0",",,S","20.2","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-04","0.0",",,S","19.4","H,,S",,,"15.9",",,S"
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-05","0.0",",,S","20.1","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-06","0.0",",,S","19.4","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-07","1.0",",,S","21.6","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-08","0.0",",,S","22.9","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-09","0.0",",,S","25.3","H,,S",,,"20.5",",,S"
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-10","0.0",",,S","25.4","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-11","2.0",",,S","24.9","H,,S",,,"21.7",",,S"
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-12","0.0",",,S","25.1","H,,S",,,"22.7",",,S"
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-13","1.0",",,S","20.1","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-14","1.0",",,S","18.8","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-15","3.0",",,S","19.6","H,,S",,,"17.8",",,S"
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-16","0.0",",,S","18.9","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-17","0.0",",,S","19.9","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-18","0.0",",,S","21.0","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-19","0.0",",,S","22.7","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-20","1.0",",,S","24.1","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-21","3.0",",,S","24.7","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-22","0.0",",,S","23.5","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-23","4.1",",,S","21.5","H,,S",,,"18.7",",,S"
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-24","0.0",",,S","20.8","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-25","0.0",",,S","21.1","H,,S",,,"17.9",",,S"
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-26","0.0",",,S","21.2","H,,S",,,,
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-27","32.0",",,S","22.1","H,,S",,,"20.0",",,S"
"BR00E3-0520","SAO PAULO AEROPORT, BR","-23.617","-46.65","802.0","2018-02-28","0.0",",,S","23.1","H,,S",,,"19.9",",,S"
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-01",,,"29.6","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-02",,,"30.0","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-03",,,"30.2","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-04",,,"24.7","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-05",,,"26.6","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-06",,,"28.4","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-07",,,"28.0","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-08",,,"28.3","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-09",,,"28.8","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-10",,,"29.2","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-11",,,"28.4","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-12",,,"28.2","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-13",,,"28.8","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-14",,,"29.0","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-15",,,"27.4","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-16",,,"29.2","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-17",,,"28.6","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-18",,,"29.2","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-19",,,"29.6","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-20",,,"29.8","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-21",,,"27.7","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-22",,,"29.6","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-23",,,"30.0","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-24",,,"30.4","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-25",,,"29.8","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-26",,,"29.2","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-27",,,"29.2","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-28",,,"28.9","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-29",,,"29.6","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-30",,,"24.9","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-01-31",,,"26.9","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-01",,,"27.6","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-02",,,"28.4","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-03",,,"28.4","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-04",,,"28.1","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-05",,,"23.4","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-06",,,"24.4","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-07",,,"26.9","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-08",,,"26.6","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-09",,,"29.4","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-10",,,"27.2","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-11",,,"29.2","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-12",,,"28.4","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-13",,,"28.8","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-14",,,"28.4","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-15",,,"28.8","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-16",,,"28.6","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-17",,,"29.2","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-18",,,"28.9","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-19",,,"28.9","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-20",,,"28.9","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-21",,,"29.4","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-22",,,"27.2","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-23",,,"27.1","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-24",,,"26.6","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-25",,,"28.8","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-26",,,"28.2","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-27",,,"28.8","H,,S",,,,
"BR00E3-1520","SAO PAULO CUMBICA, BR","-23.433","-46.467","4.0","2018-02-28",,,"29.0","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-01","1.0",",,S","28.7","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-02","3.0",",,S","27.8","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-03","0.0",",,S","28.4","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-04",,,"27.7","H,,S",,,"24.0",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-05",,,"28.3","H,,S",,,"23.9",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-06","14.0",",,S","26.3","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-07","6.1",",,S","27.8","H,,S",,,"22.8",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-08","0.0",",,S","25.7","H,,S",,,"22.6",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-09","9.9",",,S","26.6","H,,S",,,"22.6",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-10","0.0",",,S","28.7","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-11",,,"28.2","H,,S",,,"23.0",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-12","4.1",",,S","27.5","H,,S",,,"21.8",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-13","0.0",",,S","28.0","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-14",,,"28.4","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-15","3.0",",,S","27.9","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-16","15.0",",,S","28.2","H,,S",,,"23.0",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-17","0.0",",,S","29.2","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-18","14.0",",,S","26.6","H,,S",,,"21.8",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-19","11.9",",,S","24.9","H,,S",,,"21.0",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-20","24.9",",,S","27.7","H,,S",,,"20.8",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-21","3.0",",,S","28.3","H,,S",,,"23.4",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-22","0.0",",,S","28.7","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-23","13.0",",,S","29.2","H,,S",,,"24.0",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-24","0.0",",,S","28.7","H,,S",,,"24.2",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-25",,,"28.0","H,,S",,,"23.8",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-26","25.9",",,S","27.8","H,,S",,,"23.8",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-27","0.0",",,S","28.8","H,,S",,,"23.8",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-28","2.0",",,S","27.0","H,,S",,,"23.8",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-29","22.1",",,S","28.1","H,,S",,,"23.4",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-30","2.0",",,S","28.3","H,,S",,,"24.2",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-01-31","14.0",",,S","28.7","H,,S",,,"24.0",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-01","0.0",",,S","27.6","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-02","34.0",",,S","26.1","H,,S",,,"23.8",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-03","15.0",",,S","26.0","H,,S",,,"23.8",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-04","6.1",",,S","26.4","H,,S",,,"23.7",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-05","13.0",",,S","28.1","H,,S",,,"22.6",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-06","0.0",",,S","29.3","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-07",,,"28.1","H,,S",,,"24.9",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-08","16.0",",,S","28.7","H,,S",,,"22.9",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-09","3.0",",,S","25.9","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-10","14.0",",,S","27.9","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-11","7.9",",,S","27.6","H,,S",,,"23.5",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-12","0.0",",,S","26.7","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-13",,,"26.1","H,,S",,,"21.9",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-14",,,"27.6","H,,S",,,"22.3",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-15","3.0",",,S","28.1","H,,S",,,"23.3",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-16","0.0",",,S","26.8","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-17","11.9",",,S","27.3","H,,S",,,"22.7",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-18","21.1",",,S","25.5","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-19","2.0",",,S","26.2","H,,S",,,"23.0",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-20","2.0",",,S","26.4","H,,S",,,"23.7",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-21","26.9",",,S","24.8","H,,S",,,"21.6",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-22","35.1",",,S","25.3","H,,S",,,"22.3",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-23","2.0",",,S","25.3","H,,S",,,"22.6",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-24","1.0",",,S","25.7","H,,S",,,"22.9",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-25","62.0",",,S","25.6","H,,S",,,"21.5",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-26","0.5",",,S","26.4","H,,S",,,"22.6",",,S"
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-27","0.0",",,S","28.9","H,,S",,,,
"BR000352000","ALTAMIRA, BR","-3.2","-52.2","112.0","2018-02-28",,,"27.8","H,,S",,,"22.8",",,S"
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-01",,,"23.7","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-02",,,"23.2","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-03",,,"24.1","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-04",,,"25.9","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-05",,,"26.2","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-06",,,"25.3","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-07",,,"22.8","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-08",,,"21.3","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-09",,,"21.2","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-10",,,"24.8","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-11",,,"24.5","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-12",,,"22.8","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-13",,,"24.1","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-14",,,"23.7","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-15",,,"24.9","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-16",,,"24.3","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-17",,,"25.4","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-18",,,"26.8","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-19",,,"25.8","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-20",,,"26.6","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-21",,,"26.4","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-22",,,"28.6","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-23",,,"29.1","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-24",,,"26.7","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-25",,,"25.3","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-26",,,"26.1","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-27",,,"25.6","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-28",,,"26.5","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-29",,,"25.6","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-30",,,"22.6","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-01-31",,,"23.8","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-01",,,"24.2","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-02",,,"24.6","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-03",,,"25.7","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-04",,,"24.4","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-05",,,"24.3","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-06",,,"24.2","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-07",,,"25.9","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-08",,,"27.2","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-09",,,"28.9","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-10",,,"24.8","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-11",,,"25.9","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-12",,,"25.2","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-13",,,"25.0","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-14",,,"22.3","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-15",,,"21.2","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-16",,,"24.7","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-17",,,"23.8","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-18",,,"22.4","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-19",,,"23.6","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-20",,,"23.4","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-21",,,"25.4","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-22",,,"27.6","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-23",,,"26.5","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-24",,,"24.9","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-25",,,"24.8","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-26",,,"23.8","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-27",,,"23.9","H,,S",,,,
"BR00D6-0010","BAURU, BR","-22.317","-49.117","617.0","2018-02-28",,,"26.3","H,,S",,,,
"BRM00083208","VILHENA, BR","-12.694","-60.098","615.1","2018-01-01",,,"25.4","H,,S",,,,
"BRM00083208","VILHENA, BR","-12.694","-60.098","615.1","2018-01-02",,,"27.1","H,,S",,,"21.5",",,S"
"BRM00083208","VILHENA, BR","-12.694","-60.098","615.1","2018-01-03","27.9",",,S","22.6","H,,S",,,,
"BRM00083208","VILHENA, BR","-12.694","-60.098","615.1","2018-01-04","6.1",",,S","25.2","H,,S",,,"21.0",",,S"
"BRM00083208","VILHENA, BR","-12.694","-60.098","615.1","2018-01-05","0.0",",,S","24.9","H,,S",,,,
