--------------------
BDMEP - INMET
--------------------
Estação           : ARCOVERDE - PE (OMM: 82890)
Latitude  (graus) : -8.41
Longitude (graus) : -37.08
Altitude  (metros): 680.70
Estação Operante
Inicio de operação: 01/02/1973
Periodo solicitado dos dados: 01/01/2000 a 12/12/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Umidade Relativa Media;
82890;31/03/2002;0000;;30.6;;7.8;81;
82890;31/03/2002;1200;0;;19.8;;;
82890;01/04/2002;0000;;30.8;;8.7;80.25;
82890;01/04/2002;1200;0.1;;19.5;;;
82890;02/04/2002;0000;;29.4;;6.3;;
82890;02/04/2002;1200;0;;20;;;
82890;03/04/2002;0000;;26;;3.6;88.75;
82890;03/04/2002;1200;22;;19.3;;;
82890;04/04/2002;0000;;28.1;;6.1;85.75;
82890;04/04/2002;1200;12;;19.3;;;
82890;05/04/2002;0000;;28;;7.7;91.5;
82890;05/04/2002;1200;0;;18.7;;;
82890;06/04/2002;0000;;28.4;;8.4;78;
82890;06/04/2002;1200;0.5;;19.1;;;
82890;07/04/2002;0000;;29.4;;9.9;80.5;
82890;07/04/2002;1200;0;;16.2;;;
82890;08/04/2002;0000;;29.6;;9.2;74.25;
82890;08/04/2002;1200;0;;18.9;;;
82890;09/04/2002;0000;;31.2;;11;75.75;
82890;09/04/2002;1200;0;;18.3;;;
82890;10/04/2002;0000;;31.3;;9.9;74.75;
82890;10/04/2002;1200;0;;19.2;;;
82890;11/04/2002;0000;;29.2;;4.4;80.75;
82890;11/04/2002;1200;0;;19.1;;;
82890;12/04/2002;0000;;29.4;;2;83.25;
82890;12/04/2002;1200;0;;19.8;;;
82890;13/04/2002;0000;;30.4;;5.5;81.75;
82890;13/04/2002;1200;0;;18.1;;;
82890;14/04/2002;0000;;29.1;;2.5;79.5;
82890;14/04/2002;1200;0;;19.5;;;
82890;15/04/2002;0000;;30.4;;7.7;79.5;
82890;15/04/2002;1200;0;;14.8;;;
82890;16/04/2002;0000;;30.8;;9.5;68;
82890;16/04/2002;1200;0;;18.1;;;
82890;17/04/2002;0000;;29.4;;10.5;72.75;
82890;17/04/2002;1200;0;;17.7;;;
82890;18/04/2002;0000;;30.4;;8.3;72.5;
82890;18/04/2002;1200;0;;17.8;;;
82890;19/04/2002;0000;;29.4;;10.6;75.75;
82890;19/04/2002;1200;0;;18.4;;;
82890;20/04/2002;0000;;30.5;;9.7;83;
82890;20/04/2002;1200;0;;18.4;;;
82890;21/04/2002;0000;;30.1;;10.7;64;
82890;21/04/2002;1200;0;;19.5;;;
82890;22/04/2002;0000;;29.3;;7;81.75;
82890;22/04/2002;1200;0;;16.9;;;
82890;23/04/2002;0000;;30;;7.7;82;
82890;23/04/2002;1200;0;;18.3;;;
82890;24/04/2002;0000;;27.6;;4.7;80.5;
82890;24/04/2002;1200;0;;17.9;;;
82890;25/04/2002;0000;;29.4;;4.1;79;
82890;25/04/2002;1200;0;;17.5;;;
82890;26/04/2002;0000;;29.8;;5.7;73.75;
82890;26/04/2002;1200;0;;18.5;;;
82890;27/04/2002;0000;;30.1;;9.6;;
82890;27/04/2002;1200;0;;16.5;;;
82890;28/04/2002;0000;;29;;3.6;83.25;
82890;28/04/2002;1200;0;;19.6;;;
82890;29/04/2002;0000;;29.6;;8;79.75;
82890;29/04/2002;1200;0;;16.4;;;
82890;30/04/2002;0000;;;;8;;
82890;30/04/2002;1200;0;;19.3;;;
82890;01/05/2002;0000;;27.4;;2.9;91.5;
82890;01/05/2002;1200;1;;18.8;;;
82890;02/05/2002;0000;;30.2;;9.9;74.5;
82890;02/05/2002;1200;0;;19.1;;;
82890;03/05/2002;0000;;30.4;;7.1;79;
82890;03/05/2002;1200;0;;18;;;
82890;04/05/2002;0000;;31;;11;68;
82890;04/05/2002;1200;0;;16.4;;;
82890;05/05/2002;0000;;32;;10.3;70.75;
82890;05/05/2002;1200;0;;15.2;;;
82890;06/05/2002;0000;;33.2;;0;96.5;
82890;06/05/2002;1200;1;;19.9;;;
82890;07/05/2002;0000;;28.8;;9.6;77.25;
82890;07/05/2002;1200;6;;19.1;;;
82890;08/05/2002;0000;;29;;10.4;77;
82890;08/05/2002;1200;0;;17.5;;;
82890;09/05/2002;0000;;29.6;;8.9;78.25;
82890;09/05/2002;1200;0;;17;;;
82890;10/05/2002;0000;;30.4;;9.7;78.25;
82890;10/05/2002;1200;0;;19.3;;;
82890;11/05/2002;0000;;30.6;;8.2;81.25;
82890;11/05/2002;1200;0.1;;18.9;;;
82890;12/05/2002;0000;;29.6;;9.2;76;
82890;12/05/2002;1200;0;;18.3;;;
82890;13/05/2002;0000;;28;;4.7;75.5;
82890;13/05/2002;1200;0;;15.6;;;
82890;14/05/2002;0000;;28.3;;6.3;77.25;
82890;14/05/2002;1200;0;;16.7;;;
82890;15/05/2002;0000;;28.3;;3.3;83.25;
82890;15/05/2002;1200;0;;18.8;;;
82890;16/05/2002;0000;;26.5;;1.8;80.25;
82890;16/05/2002;1200;7;;19.4;;;
82890;17/05/2002;0000;;26.4;;8.2;71.5;
82890;17/05/2002;1200;6;;19.5;;;
82890;18/05/2002;0000;;28.5;;2.9;81.25;
82890;18/05/2002;1200;0;;21.8;;;
82890;19/05/2002;0000;;30.1;;10.8;73.75;
82890;19/05/2002;1200;0;;18;;;
82890;20/05/2002;0000;;29.7;;9.2;77.75;
82890;20/05/2002;1200;0;;18.5;;;
82890;21/05/2002;0000;;30.6;;7.8;77;
82890;21/05/2002;1200;0;;17;;;
82890;22/05/2002;0000;;30.4;;9.1;75.5;
82890;22/05/2002;1200;0;;19.7;;;
82890;23/05/2002;0000;;30;;9.9;79.25;
82890;23/05/2002;1200;0;;19.1;;;
82890;24/05/2002;0000;;28.4;;6.9;87.75;
82890;24/05/2002;1200;0;;21.5;;;
82890;25/05/2002;0000;;26.4;;2.9;86;
82890;25/05/2002;1200;0;;17.9;;;
82890;26/05/2002;0000;;23.9;;0.7;92.25;
82890;26/05/2002;1200;0.5;;16.9;;;
82890;27/05/2002;0000;;26.6;;5.3;86;
82890;27/05/2002;1200;0.3;;15.6;;;
82890;28/05/2002;0000;;26.7;;5.7;77.25;
82890;28/05/2002;1200;0;;15.6;;;
82890;29/05/2002;0000;;27.2;;6.7;82.75;
82890;29/05/2002;1200;0;;15.4;;;
82890;30/05/2002;0000;;24.3;;1.5;94.5;
82890;30/05/2002;1200;0.1;;16.3;;;
82890;31/05/2002;0000;;25.2;;0;98;
82890;31/05/2002;1200;0.5;;17.3;;;
82890;01/06/2002;0000;;26.8;;3.5;90.5;
82890;01/06/2002;1200;0;;17;;;
82890;02/06/2002;0000;;26.4;;8.4;87.25;
82890;02/06/2002;1200;3;;16.8;;;
82890;03/06/2002;0000;;26.3;;8.4;92.25;
82890;03/06/2002;1200;0;;16;;;
82890;04/06/2002;0000;;28.4;;10;77.5;
82890;04/06/2002;1200;0;;16;;;
82890;05/06/2002;0000;;28.6;;8.4;77.75;
82890;05/06/2002;1200;0.6;;17.3;;;
82890;06/06/2002;0000;;27.2;;4.6;85;
82890;06/06/2002;1200;0.6;;16.4;;;
82890;07/06/2002;0000;;24;;0.8;87.25;
82890;07/06/2002;1200;1;;16.3;;;
82890;08/06/2002;0000;;24;;2;95.25;
82890;08/06/2002;1200;4;;16.6;;;
82890;09/06/2002;0000;;22.1;;0.1;97.75;
82890;09/06/2002;1200;3;;16.4;;;
82890;10/06/2002;0000;;26.4;;8.1;85.5;
82890;10/06/2002;1200;14;;15.4;;;
82890;11/06/2002;0000;;27.3;;10;74;
82890;11/06/2002;1200;0;;14.8;;;
82890;12/06/2002;0000;;25.2;;0.2;87.75;
82890;12/06/2002;1200;0;;16.4;;;
82890;13/06/2002;0000;;27.6;;9.1;83.25;
82890;13/06/2002;1200;0.8;;17;;;
82890;14/06/2002;0000;;27.4;;5.4;81.5;
82890;14/06/2002;1200;0.1;;16.4;;;
82890;15/06/2002;0000;;23.8;;0.8;96;
82890;15/06/2002;1200;4;;16.2;;;
82890;16/06/2002;0000;;24.8;;5.8;89.25;
82890;16/06/2002;1200;25;;15.4;;;
82890;17/06/2002;0000;;25.6;;0.3;90.25;
82890;17/06/2002;1200;3;;14.4;;;
82890;18/06/2002;0000;;24.8;;7.9;89.5;
82890;18/06/2002;1200;2;;14.2;;;
82890;19/06/2002;0000;;25.2;;4.8;93;
82890;19/06/2002;1200;0;;12;;;
82890;20/06/2002;0000;;24.6;;3;92.75;
82890;20/06/2002;1200;12;;14.4;;;
82890;21/06/2002;0000;;29;;3.6;85.75;
82890;21/06/2002;1200;1;;15.4;;;
82890;22/06/2002;0000;;25.7;;8.6;81.5;
82890;22/06/2002;1200;4;;14.6;;;
82890;23/06/2002;0000;;22.6;;0.4;94.25;
82890;23/06/2002;1200;0.3;;12.3;;;
82890;24/06/2002;0000;;23.4;;1.5;90.75;
82890;24/06/2002;1200;3;;14.2;;;
82890;25/06/2002;0000;;27.6;;9.8;79.5;
82890;25/06/2002;1200;0;;15.3;;;
82890;26/06/2002;0000;;23;;1.6;91;
82890;26/06/2002;1200;0;;15.9;;;
82890;27/06/2002;0000;;24;;3.6;87.25;
82890;27/06/2002;1200;0.4;;21.1;;;
82890;28/06/2002;0000;;24.6;;5.1;94.5;
82890;28/06/2002;1200;0;;14.8;;;
82890;29/06/2002;0000;;26.2;;6.5;90.75;
82890;29/06/2002;1200;2;;14.4;;;
82890;30/06/2002;0000;;26.9;;9.6;93.25;
82890;30/06/2002;1200;5;;15.6;;;
82890;01/07/2002;0000;;23;;2.7;90.5;
82890;01/07/2002;1200;11.7;;16;;;
82890;02/07/2002;0000;;24.2;;6;85;
82890;02/07/2002;1200;3.2;;14;;;
82890;03/07/2002;0000;;24.4;;2.4;87.75;
82890;03/07/2002;1200;0.8;;14.6;;;
82890;04/07/2002;0000;;23;;2.2;95.75;
82890;04/07/2002;1200;0.4;;14;;;
82890;05/07/2002;0000;;23.4;;1.7;95.5;
82890;05/07/2002;1200;4.6;;14.6;;;
82890;06/07/2002;0000;;24.4;;9.2;81.75;
82890;06/07/2002;1200;3.6;;14.4;;;
82890;07/07/2002;0000;;26;;10.7;79;
82890;07/07/2002;1200;0;;14.2;;;
82890;08/07/2002;0000;;27.8;;10.6;73.25;
82890;08/07/2002;1200;0;;15.7;;;
82890;09/07/2002;0000;;28.2;;9.6;97;
82890;09/07/2002;1200;0;;17;;;
82890;10/07/2002;0000;;27.4;;8.6;81.75;
82890;10/07/2002;1200;0;;15.5;;;
82890;11/07/2002;0000;;26.3;;6.8;87;
82890;11/07/2002;1200;0;;15.2;;;
82890;12/07/2002;0000;;25.8;;10.1;83.5;
82890;12/07/2002;1200;0.3;;14.2;;;
82890;13/07/2002;0000;;28;;10.4;79;
82890;13/07/2002;1200;0;;13.2;;;
82890;14/07/2002;0000;;28.6;;8.3;78;
82890;14/07/2002;1200;0;;16.7;;;
82890;15/07/2002;0000;;28;;6.3;82.25;
82890;15/07/2002;1200;0;;17.5;;;
82890;16/07/2002;0000;;27.7;;10.4;75.25;
82890;16/07/2002;1200;0;;15.3;;;
82890;17/07/2002;0000;;28;;10.3;73.75;
82890;17/07/2002;1200;0;;14;;;
82890;18/07/2002;0000;;28.2;;10.8;76;
82890;18/07/2002;1200;0;;14.7;;;
82890;19/07/2002;0000;;27.4;;9.5;81.75;
82890;19/07/2002;1200;0;;15.2;;;
82890;20/07/2002;0000;;27.4;;9.3;70.75;
82890;20/07/2002;1200;0;;15.4;;;
82890;21/07/2002;0000;;27.2;;9.4;80.25;
82890;21/07/2002;1200;0;;15.2;;;
82890;22/07/2002;0000;;27.4;;7;78.25;
82890;22/07/2002;1200;0;;15.4;;;
82890;23/07/2002;0000;;28.6;;10.5;76.25;
82890;23/07/2002;1200;0;;15;;;
82890;24/07/2002;0000;;29.2;;6.6;74;
82890;24/07/2002;1200;0;;17.3;;;
82890;25/07/2002;0000;;28;;7.8;76;
82890;25/07/2002;1200;0;;15.2;;;
82890;26/07/2002;0000;;26.2;;4.3;86.5;
82890;26/07/2002;1200;0.8;;15.2;;;
82890;27/07/2002;0000;;27.6;;5.9;87.25;
82890;27/07/2002;1200;13.2;;17.3;;;
82890;28/07/2002;0000;;27;;4.6;85.25;
82890;28/07/2002;1200;0;;17.4;;;
82890;29/07/2002;0000;;27.7;;10.1;77.75;
82890;29/07/2002;1200;0;;16.7;;;
82890;30/07/2002;0000;;26.8;;6.4;83.75;
82890;30/07/2002;1200;0;;16.1;;;
82890;31/07/2002;0000;;29.4;;9.6;78.5;
82890;31/07/2002;1200;0.6;;13;;;
82890;01/08/2002;0000;;27.7;;7.8;81.25;
82890;01/08/2002;1200;0;;16;;;
82890;02/08/2002;0000;;28.8;;7.7;78;
82890;02/08/2002;1200;0;;17;;;
82890;03/08/2002;0000;;28.4;;9.5;87.75;
82890;03/08/2002;1200;0;;16.3;;;
82890;04/08/2002;0000;;28;;10.3;77.75;
82890;04/08/2002;1200;0;;14.8;;;
82890;05/08/2002;0000;;25.8;;10.7;71;
82890;05/08/2002;1200;0;;14.4;;;
82890;06/08/2002;0000;;28.6;;10.5;70;
82890;06/08/2002;1200;0;;13.4;;;
82890;07/08/2002;0000;;29;;7.9;79.5;
82890;07/08/2002;1200;0;;15;;;
82890;08/08/2002;0000;;27.4;;8.4;80.5;
82890;08/08/2002;1200;0.7;;15.4;;;
82890;09/08/2002;0000;;26.2;;5.4;82.25;
82890;09/08/2002;1200;0.1;;14.8;;;
82890;10/08/2002;0000;;28.8;;10.7;74.25;
82890;10/08/2002;1200;0;;15;;;
82890;11/08/2002;0000;;26.2;;1.1;83.5;
82890;11/08/2002;1200;0;;13.4;;;
82890;12/08/2002;0000;;28.4;;9.4;79.5;
82890;12/08/2002;1200;3;;16.4;;;
82890;13/08/2002;0000;;28.2;;7.8;77.75;
82890;13/08/2002;1200;4;;18.4;;;
82890;14/08/2002;0000;;26;;3.6;90.25;
82890;14/08/2002;1200;0.2;;17.4;;;
82890;15/08/2002;0000;;27.7;;5.2;83.75;
82890;15/08/2002;1200;3;;16.3;;;
82890;16/08/2002;0000;;27;;8;81.75;
82890;16/08/2002;1200;1;;16.8;;;
82890;17/08/2002;0000;;27.6;;9.7;77.25;
82890;17/08/2002;1200;0;;15.6;;;
82890;18/08/2002;0000;;26.8;;7.6;79;
82890;18/08/2002;1200;0.3;;16.8;;;
82890;19/08/2002;0000;;26.4;;6.1;84.5;
82890;19/08/2002;1200;0.3;;16.8;;;
82890;20/08/2002;0000;;27.2;;10.9;83.25;
82890;20/08/2002;1200;0.1;;15.6;;;
82890;21/08/2002;0000;;26.7;;8.6;72.5;
82890;21/08/2002;1200;7;;;;;
82890;22/08/2002;0000;;27.3;;8.1;90.75;
82890;22/08/2002;1200;0;;15.8;;;
82890;23/08/2002;0000;;26.1;;8;85.5;
82890;23/08/2002;1200;12;;16.7;;;
82890;24/08/2002;0000;;26.6;;9.5;84;
82890;24/08/2002;1200;1;;14.7;;;
82890;25/08/2002;0000;;27.2;;8.8;75.75;
82890;25/08/2002;1200;2;;16.4;;;
82890;26/08/2002;0000;;26.7;;10.2;83.5;
82890;26/08/2002;1200;0;;15.4;;;
82890;27/08/2002;0000;;26.8;;8.3;83;
82890;27/08/2002;1200;1;;16.6;;;
82890;28/08/2002;0000;;27.2;;10.7;78.75;
82890;28/08/2002;1200;0;;15.8;;;
82890;29/08/2002;0000;;27.6;;8.3;80.5;
82890;29/08/2002;1200;0;;16.3;;;
82890;30/08/2002;0000;;29.2;;8.4;72;
82890;30/08/2002;1200;0;;17.8;;;
82890;31/08/2002;1200;0;;17.5;;;
82890;01/09/2002;0000;;30.4;;10.5;64.75;
82890;01/09/2002;1200;0;;17;;;
82890;02/09/2002;0000;;33.8;;10.2;53.25;
82890;02/09/2002;1200;0;;20.4;;;
82890;03/09/2002;0000;;32.8;;10.2;68.75;
82890;03/09/2002;1200;0;;18.3;;;
82890;04/09/2002;0000;;29.6;;10.4;67;
82890;04/09/2002;1200;0;;17.2;;;
82890;05/09/2002;0000;;28.4;;6.4;80.75;
82890;05/09/2002;1200;0;;18.1;;;
82890;06/09/2002;0000;;27.4;;7.7;81.25;
82890;06/09/2002;1200;0.2;;17;;;
82890;07/09/2002;0000;;30.2;;10.7;71.75;
82890;07/09/2002;1200;0;;15;;;
82890;08/09/2002;0000;;29.9;;8.3;72.25;
82890;08/09/2002;1200;0;;18.3;;;
82890;09/09/2002;0000;;26.8;;4.6;82.75;
82890;09/09/2002;1200;0;;17.7;;;
82890;10/09/2002;0000;;29.2;;9.4;71.75;
82890;10/09/2002;1200;1.3;;17.9;;;
82890;11/09/2002;0000;;28.6;;10.1;73.5;
82890;11/09/2002;1200;0;;16.6;;;
82890;12/09/2002;0000;;29.2;;10.5;64.5;
82890;12/09/2002;1200;0;;15.4;;;
82890;13/09/2002;0000;;30.2;;10.8;66.25;
82890;13/09/2002;1200;0;;15.8;;;
82890;14/09/2002;0000;;31.4;;11.1;65;
82890;14/09/2002;1200;0;;15.6;;;
82890;15/09/2002;0000;;22.2;;11.1;59.25;
82890;15/09/2002;1200;0;;16.2;;;
82890;16/09/2002;0000;;30.4;;10.8;67.25;
82890;16/09/2002;1200;0;;17;;;
82890;17/09/2002;0000;;30.2;;10.4;65.5;
82890;17/09/2002;1200;0;;17;;;
82890;18/09/2002;0000;;28.8;;9.4;74;
82890;18/09/2002;1200;2.8;;17.5;;;
82890;19/09/2002;0000;;30;;11;66.5;
82890;19/09/2002;1200;0;;15.2;;;
82890;20/09/2002;0000;;30.3;;10.9;66.25;
82890;20/09/2002;1200;0;;14.4;;;
82890;21/09/2002;0000;;32.2;;10.4;67.25;
82890;21/09/2002;1200;0;;19.9;;;
82890;22/09/2002;0000;;33;;10.8;61.25;
82890;22/09/2002;1200;0;;17.7;;;
82890;23/09/2002;0000;;32;;8.8;69;
82890;23/09/2002;1200;0;;18.3;;;
82890;24/09/2002;0000;;32.2;;9;58.5;
82890;24/09/2002;1200;0;;17.5;;;
82890;25/09/2002;0000;;33;;10.1;60.5;
82890;25/09/2002;1200;0;;17;;;
82890;26/09/2002;0000;;32.8;;9.9;59.5;
82890;26/09/2002;1200;0;;21.5;;;
82890;27/09/2002;0000;;30.6;;8.2;67.5;
82890;27/09/2002;1200;0;;21.2;;;
82890;28/09/2002;0000;;30.5;;10.9;62;
82890;28/09/2002;1200;0;;17.5;;;
82890;29/09/2002;0000;;29;;8.7;72.75;
82890;29/09/2002;1200;0;;16.2;;;
82890;30/09/2002;0000;;29.4;;10.4;60.25;
82890;30/09/2002;1200;0;;;;;
82890;01/10/2002;0000;;32;;10.1;63;
82890;01/10/2002;1200;0;;15.8;;;
82890;02/10/2002;0000;;23.4;;10.4;50.5;
82890;02/10/2002;1200;0;;17.3;;;
82890;03/10/2002;0000;;32.3;;9.9;65;
82890;03/10/2002;1200;;;19.1;;;
82890;04/10/2002;0000;;32.7;;10.8;60.5;
82890;04/10/2002;1200;;;18.4;;;
82890;05/10/2002;0000;;32.4;;10.1;63.25;
82890;05/10/2002;1200;0;;18.1;;;
82890;06/10/2002;0000;;31.3;;11;61;
82890;06/10/2002;1200;0;;19.2;;;
82890;07/10/2002;0000;;30.4;;6.7;76.25;
82890;07/10/2002;1200;0;;17.8;;;
82890;08/10/2002;0000;;27.4;;7.5;67.75;
82890;08/10/2002;1200;0;;18.6;;;
82890;09/10/2002;0000;;29.4;;8.6;71.5;
82890;09/10/2002;1200;6.8;;18.7;;;
82890;10/10/2002;0000;;29.6;;10;64.5;
82890;10/10/2002;1200;0.1;;17.5;;;
82890;11/10/2002;0000;;29.4;;10.7;65.25;
82890;11/10/2002;1200;0;;17.7;;;
82890;12/10/2002;0000;;30.3;;9.9;62.5;
82890;12/10/2002;1200;0;;17.4;;;
82890;13/10/2002;0000;;31.4;;10.4;65.25;
82890;13/10/2002;1200;0;;15.2;;;
82890;14/10/2002;0000;;32.4;;11.1;62.75;
82890;14/10/2002;1200;0;;18.1;;;
82890;15/10/2002;0000;;30.8;;8.4;68.5;
82890;15/10/2002;1200;0;;19.3;;;
82890;16/10/2002;0000;;31.3;;8.9;60.25;
82890;16/10/2002;1200;0;;20.8;;;
82890;17/10/2002;0000;;32.6;;9.8;63.5;
82890;17/10/2002;1200;0;;17.9;;;
82890;18/10/2002;0000;;32.9;;11.2;60;
82890;18/10/2002;1200;0;;17.8;;;
82890;19/10/2002;0000;;31;;10.6;67;
82890;19/10/2002;1200;0;;19.5;;;
82890;20/10/2002;0000;;30.4;;10.9;71.75;
82890;20/10/2002;1200;0;;18.7;;;
82890;21/10/2002;0000;;30.4;;10.9;67.75;
82890;21/10/2002;1200;0;;18.5;;;
82890;22/10/2002;0000;;31.8;;10.9;65;
82890;22/10/2002;1200;0;;18.3;;;
82890;23/10/2002;0000;;32.4;;10.2;61;
82890;23/10/2002;1200;0;;19.3;;;
82890;24/10/2002;0000;;31.4;;10.3;65;
82890;24/10/2002;1200;0;;18.8;;;
82890;25/10/2002;0000;;31.4;;10.1;61;
82890;25/10/2002;1200;0;;18.1;;;
82890;26/10/2002;0000;;33.4;;9.3;64.5;
82890;26/10/2002;1200;0;;17.5;;;
82890;27/10/2002;0000;;33.4;;9.3;70.5;
82890;27/10/2002;1200;0;;17.9;;;
82890;28/10/2002;0000;;33.4;;9.9;62.5;
82890;28/10/2002;1200;0;;19.1;;;
82890;29/10/2002;0000;;33;;8.6;64.5;
82890;29/10/2002;1200;0;;24.1;;;
82890;30/10/2002;0000;;32.4;;8.4;64;
82890;30/10/2002;1200;0;;17.6;;;
82890;31/10/2002;0000;;35;;10.1;64.5;
82890;31/10/2002;1200;0;;18.2;;;
82890;01/11/2002;0000;;34.6;;9;50;
82890;01/11/2002;1200;0;;18.3;;;
82890;02/11/2002;0000;;34.6;;11;49.25;
82890;02/11/2002;1200;0;;18.6;;;
82890;03/11/2002;0000;;34.7;;9.5;47.25;
82890;03/11/2002;1200;0;;18.1;;;
82890;04/11/2002;0000;;33;;9.2;57;
82890;04/11/2002;1200;0;;19.3;;;
82890;05/11/2002;0000;;34.7;;10.6;54.25;
82890;05/11/2002;1200;0;;19.5;;;
82890;06/11/2002;0000;;35;;11.5;58.75;
82890;06/11/2002;1200;0;;17.9;;;
82890;07/11/2002;0000;;33.6;;11.2;49.5;
82890;07/11/2002;1200;0;;21.9;;;
82890;08/11/2002;0000;;32.4;;10.8;67.5;
82890;08/11/2002;1200;0;;17.9;;;
82890;09/11/2002;0000;;33.3;;11;55.5;
82890;09/11/2002;1200;0.4;;18.6;;;
82890;10/11/2002;0000;;32.6;;11.7;62;
82890;10/11/2002;1200;0;;17;;;
82890;11/11/2002;0000;;32;;10.1;62.75;
82890;11/11/2002;1200;0;;19;;;
82890;12/11/2002;0000;;32.2;;11.5;61.25;
82890;12/11/2002;1200;0;;18.5;;;
82890;13/11/2002;0000;;31.6;;11.3;64;
82890;13/11/2002;1200;0;;20.8;;;
82890;14/11/2002;0000;;32.2;;11.3;65.5;
82890;14/11/2002;1200;0;;18.9;;;
82890;15/11/2002;0000;;30.8;;11.1;56;
82890;15/11/2002;1200;0;;19.1;;;
82890;16/11/2002;0000;;32.2;;15.7;62.5;
82890;16/11/2002;1200;0;;17;;;
82890;17/11/2002;0000;;32.4;;11;61.75;
82890;17/11/2002;1200;0;;18.4;;;
82890;18/11/2002;0000;;33.2;;10.9;68;
82890;18/11/2002;1200;0;;18.3;;;
82890;19/11/2002;0000;;33.5;;11.2;57.25;
82890;19/11/2002;1200;0;;18.4;;;
82890;20/11/2002;0000;;33;;8.1;65.5;
82890;20/11/2002;1200;0;;17.9;;;
82890;21/11/2002;0000;;33;;11.3;41.25;
82890;21/11/2002;1200;0;;19.4;;;
82890;22/11/2002;0000;;33;;9.6;69.75;
82890;22/11/2002;1200;0;;19.1;;;
82890;23/11/2002;0000;;33.1;;7.5;43.25;
82890;23/11/2002;1200;0;;21.2;;;
82890;24/11/2002;0000;;32.1;;9.8;66;
82890;24/11/2002;1200;0;;20.1;;;
82890;25/11/2002;0000;;31.4;;8.1;70;
82890;25/11/2002;1200;0;;19.1;;;
82890;26/11/2002;0000;;31.6;;7;71.5;
82890;26/11/2002;1200;0.3;;19.1;;;
82890;27/11/2002;0000;;31;;6;71.75;
82890;27/11/2002;1200;0;;20.7;;;
82890;28/11/2002;0000;;32.2;;10.3;68.75;
82890;28/11/2002;1200;0;;19.7;;;
82890;29/11/2002;0000;;31.6;;7.7;65;
82890;29/11/2002;1200;0;;19.7;;;
82890;30/11/2002;0000;;30.4;;5.6;66.25;
82890;30/11/2002;1200;0;;18.7;;;
82890;01/12/2002;0000;;31.8;;9.4;62.25;
82890;01/12/2002;1200;0;;18.2;;;
82890;02/12/2002;0000;;33;;9.7;63;
82890;02/12/2002;1200;0;;19.3;;;
82890;03/12/2002;0000;;34.4;;8.8;61.75;
82890;03/12/2002;1200;0;;19.6;;;
82890;04/12/2002;0000;;31.6;;10.7;74.25;
82890;04/12/2002;1200;12;;19.5;;;
82890;05/12/2002;0000;;32;;11.6;61;
82890;05/12/2002;1200;0;;19.1;;;
82890;06/12/2002;0000;;34;;11.5;63.25;
82890;06/12/2002;1200;0;;19.1;;;
82890;07/12/2002;0000;;36;;8.4;44;
82890;07/12/2002;1200;0;;17.5;;;
82890;08/12/2002;0000;;32.8;;6.8;71.25;
82890;08/12/2002;1200;0;;21.3;;;
82890;09/12/2002;0000;;34;;5.3;70.25;
82890;09/12/2002;1200;0.5;;20.1;;;
82890;10/12/2002;0000;;31.8;;8.9;71.75;
82890;10/12/2002;1200;7.4;;19.3;;;
82890;11/12/2002;0000;;33.1;;9.6;63.25;
82890;11/12/2002;1200;0;;22.6;;;
82890;12/12/2002;0000;;33.2;;11.5;64.25;
82890;12/12/2002;1200;0;;18.1;;;
82890;13/12/2002;0000;;32.4;;8.3;71.75;
82890;13/12/2002;1200;0;;19.7;;;
82890;14/12/2002;0000;;32.8;;10.5;63;
82890;14/12/2002;1200;0;;20.5;;;
82890;15/12/2002;0000;;32.4;;10.7;69;
82890;16/12/2002;0000;;32.4;;9.8;68;
82890;16/12/2002;1200;0;;21.5;;;
82890;17/12/2002;0000;;33.2;;10.1;60;
82890;17/12/2002;1200;0;;18.9;;;
82890;18/12/2002;0000;;33.6;;7.3;60.5;
82890;18/12/2002;1200;0;;20.1;;;
82890;19/12/2002;0000;;33.6;;11.3;62.75;
82890;19/12/2002;1200;0;;19.8;;;
82890;20/12/2002;0000;;33.2;;10.9;64.25;
82890;20/12/2002;1200;0;;19.3;;;
82890;21/12/2002;0000;;33.4;;11;62.5;
82890;21/12/2002;1200;0;;19.1;;;
82890;22/12/2002;0000;;34.2;;8.2;61.75;
82890;22/12/2002;1200;0;;20.3;;;
82890;23/12/2002;0000;;34.8;;8.9;58.25;
82890;23/12/2002;1200;0;;20.5;;;
82890;24/12/2002;0000;;35.1;;9.7;59;
82890;24/12/2002;1200;0;;21.4;;;
82890;25/12/2002;0000;;32.4;;7;74.25;
82890;25/12/2002;1200;1.3;;21.7;;;
82890;26/12/2002;0000;;31.4;;5.7;73;
82890;26/12/2002;1200;9.7;;20.7;;;
82890;27/12/2002;0000;;29;;1.3;85.75;
82890;27/12/2002;1200;0.7;;20.7;;;
82890;28/12/2002;0000;;30.6;;1.3;65.5;
82890;28/12/2002;1200;18.1;;19.7;;;
82890;29/12/2002;0000;;31.8;;7.8;68.5;
82890;29/12/2002;1200;0;;21.7;;;
82890;30/12/2002;0000;;32.4;;11.1;68;
82890;30/12/2002;1200;0;;19.1;;;
