--------------------
BDMEP - INMET
--------------------
Estação           : ARCOVERDE - PE (OMM: 82890)
Latitude  (graus) : -8.41
Longitude (graus) : -37.08
Altitude  (metros): 680.70
Estação Operante
Inicio de operação: 01/02/1973
Periodo solicitado dos dados: 01/01/2000 a 12/12/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Umidade Relativa Media;
82890;08/08/2008;0000;;26.2;;6.8;85;
82890;08/08/2008;1200;6;;17.9;;;
82890;09/08/2008;0000;;26;;11;83;
82890;09/08/2008;1200;0;;15.2;;;
82890;10/08/2008;0000;;26;;7.2;81;
82890;10/08/2008;1200;0.4;;17;;;
82890;11/08/2008;0000;;26.4;;8.1;85;
82890;11/08/2008;1200;0;;14.8;;;
82890;12/08/2008;0000;;26;;5.4;85;
82890;12/08/2008;1200;3.7;;17.3;;;
82890;13/08/2008;0000;;26.2;;8;83;
82890;13/08/2008;1200;0.6;;16.2;;;
82890;14/08/2008;0000;;26.6;;9.5;81;
82890;14/08/2008;1200;0;;16;;;
82890;15/08/2008;0000;;26;;10.4;79;
82890;15/08/2008;1200;0;;16;;;
82890;16/08/2008;0000;;24.2;;4;95;
82890;16/08/2008;1200;0.7;;16.6;;;
82890;17/08/2008;0000;;22.8;;2.9;90;
82890;17/08/2008;1200;13;;17;;;
82890;18/08/2008;0000;;24;;4.6;86;
82890;18/08/2008;1200;1;;15.8;;;
82890;19/08/2008;0000;;24.4;;7.1;82;
82890;19/08/2008;1200;1.3;;15.2;;;
82890;20/08/2008;0000;;25.4;;6.1;85;
82890;20/08/2008;1200;0.1;;16;;;
82890;23/08/2008;0000;;27;;0;92;
82890;23/08/2008;1200;0;;18.1;;;
82890;24/08/2008;0000;;25.4;;2.6;83;
82890;24/08/2008;1200;0;;16.8;;;
82890;25/08/2008;0000;;27;;10.3;77;
82890;25/08/2008;1200;0;;15.4;;;
82890;26/08/2008;0000;;25.4;;7.9;86;
82890;26/08/2008;1200;0;;16.2;;;
82890;27/08/2008;0000;;26;;2.1;87;
82890;27/08/2008;1200;0.1;;17.5;;;
82890;28/08/2008;0000;;27.4;;9.6;75;
82890;28/08/2008;1200;3.5;;17.3;;;
82890;29/08/2008;0000;;28.4;;10.6;76;
82890;29/08/2008;1200;0;;14.8;;;
82890;30/08/2008;0000;;29;;10.2;77;
82890;30/08/2008;1200;0;;17.5;;;
82890;31/08/2008;0000;;29;;9.9;69;
82890;31/08/2008;1200;0;;18.5;;;
82890;01/09/2008;0000;;22.4;;0.5;90;
82890;01/09/2008;1200;0.3;;17.5;;;
82890;02/09/2008;0000;;27;;11;80;
82890;02/09/2008;1200;6.2;;17;;;
82890;03/09/2008;0000;;27;;7.8;81;
82890;03/09/2008;1200;0.6;;17.5;;;
82890;04/09/2008;0000;;25.8;;3.6;86;
82890;04/09/2008;1200;2;;17.5;;;
82890;05/09/2008;0000;;28;;10.9;78;
82890;05/09/2008;1200;0.2;;15.2;;;
82890;06/09/2008;0000;;28.6;;10.4;69;
82890;06/09/2008;1200;0;;15;;;
82890;07/09/2008;0000;;27;;5.5;80;
82890;07/09/2008;1200;0;;17.5;;;
82890;08/09/2008;0000;;27;;9.5;79;
82890;08/09/2008;1200;0;;17.3;;;
82890;09/09/2008;0000;;25.4;;5.6;72;
82890;09/09/2008;1200;2.5;;16;;;
82890;10/09/2008;0000;;23;;1.6;86;
82890;10/09/2008;1200;0;;17;;;
82890;11/09/2008;0000;;28;;9.4;77;
82890;11/09/2008;1200;0.6;;17.5;;;
82890;12/09/2008;0000;;29;;8.1;73;
82890;12/09/2008;1200;0;;15.8;;;
82890;13/09/2008;0000;;28.6;;10;74;
82890;13/09/2008;1200;0;;19.5;;;
82890;14/09/2008;0000;;29;;9.3;75;
82890;14/09/2008;1200;0;;15.4;;;
82890;15/09/2008;0000;;29;;9.2;71;
82890;15/09/2008;1200;0;;16.6;;;
82890;16/09/2008;0000;;29.2;;9.6;73;
82890;16/09/2008;1200;0;;16.8;;;
82890;17/09/2008;0000;;29.4;;9.7;71;
82890;17/09/2008;1200;0;;14.2;;;
82890;18/09/2008;0000;;29.2;;10;69;
82890;18/09/2008;1200;0;;16;;;
82890;19/09/2008;0000;;29;;6.8;71;
82890;19/09/2008;1200;0;;16.4;;;
82890;20/09/2008;0000;;28;;9.2;74;
82890;20/09/2008;1200;0;;16.2;;;
82890;21/09/2008;0000;;29.2;;10.5;72;
82890;21/09/2008;1200;0;;13.6;;;
82890;22/09/2008;0000;;30.2;;8.9;71;
82890;22/09/2008;1200;0;;16.8;;;
82890;23/09/2008;0000;;33;;11;78;
82890;23/09/2008;1200;0;;16;;;
82890;24/09/2008;0000;;33;;10.9;66;
82890;24/09/2008;1200;0;;16;;;
82890;25/09/2008;0000;;30.2;;10.3;67;
82890;25/09/2008;1200;0;;17;;;
82890;26/09/2008;0000;;29.4;;10.8;67;
82890;26/09/2008;1200;0;;15.6;;;
82890;27/09/2008;0000;;29.8;;10.7;68;
82890;27/09/2008;1200;0;;17.7;;;
82890;28/09/2008;0000;;28.6;;6.7;75;
82890;28/09/2008;1200;0;;13;;;
82890;29/09/2008;0000;;32.6;;9.8;73;
82890;29/09/2008;1200;0;;19.5;;;
82890;30/09/2008;0000;;31.2;;10;72;
82890;30/09/2008;1200;0;;19.7;;;
82890;01/10/2008;0000;;31;;10.4;71;
82890;01/10/2008;1200;0;;18.9;;;
82890;02/10/2008;0000;;30;;7.2;70;
82890;02/10/2008;1200;0;;17.3;;;
82890;03/10/2008;0000;;30;;10.2;71;
82890;03/10/2008;1200;0;;18.3;;;
82890;04/10/2008;0000;;30.4;;8.9;73;
82890;04/10/2008;1200;0;;16;;;
82890;05/10/2008;0000;;30.2;;7.5;72;
82890;05/10/2008;1200;0;;17.5;;;
82890;06/10/2008;0000;;31;;10.5;69;
82890;06/10/2008;1200;0;;16.8;;;
82890;07/10/2008;0000;;28.4;;7.2;73;
82890;07/10/2008;1200;0;;15.8;;;
82890;08/10/2008;0000;;29;;9.9;74;
82890;08/10/2008;1200;0;;16.4;;;
82890;09/10/2008;0000;;30.2;;8.7;72;
82890;09/10/2008;1200;0;;18.3;;;
82890;10/10/2008;0000;;27.2;;4.5;74;
82890;10/10/2008;1200;0;;17.5;;;
82890;11/10/2008;0000;;30.4;;10.9;66;
82890;11/10/2008;1200;0;;17;;;
82890;12/10/2008;0000;;26.8;;5.2;78;
82890;12/10/2008;1200;0.4;;17.9;;;
82890;13/10/2008;0000;;30;;6.2;73;
82890;13/10/2008;1200;1;;17;;;
82890;14/10/2008;0000;;30.4;;8.9;70;
82890;14/10/2008;1200;0.3;;17.9;;;
82890;15/10/2008;0000;;31;;10.5;66;
82890;15/10/2008;1200;0;;16.8;;;
82890;16/10/2008;0000;;31;;8.8;69;
82890;16/10/2008;1200;0;;17.9;;;
82890;17/10/2008;0000;;34;;8.5;67;
82890;17/10/2008;1200;0;;17;;;
82890;18/10/2008;0000;;32.8;;10.5;65;
82890;18/10/2008;1200;3.2;;18.1;;;
82890;19/10/2008;0000;;33.2;;10.4;63;
82890;19/10/2008;1200;0;;18.1;;;
82890;20/10/2008;0000;;33.6;;11;64;
82890;20/10/2008;1200;0;;18.1;;;
82890;21/10/2008;0000;;33.8;;8.2;62;
82890;21/10/2008;1200;0.1;;18.9;;;
82890;22/10/2008;0000;;30;;10.6;70;
82890;22/10/2008;1200;0;;17.3;;;
82890;23/10/2008;0000;;28.6;;7.3;73;
82890;23/10/2008;1200;0;;17.5;;;
82890;24/10/2008;0000;;30.4;;10;67;
82890;24/10/2008;1200;0.7;;17.9;;;
82890;25/10/2008;0000;;32;;10.4;67;
82890;25/10/2008;1200;0;;17.5;;;
82890;26/10/2008;0000;;32.2;;10.8;69;
82890;26/10/2008;1200;0;;18.3;;;
82890;27/10/2008;0000;;34;;11.2;62;
82890;27/10/2008;1200;0;;17.7;;;
82890;28/10/2008;0000;;35;;11.6;62;
82890;28/10/2008;1200;0;;17.3;;;
82890;29/10/2008;0000;;33;;10.5;69;
82890;29/10/2008;1200;0;;18.1;;;
82890;30/10/2008;0000;;32.8;;10.8;67;
82890;30/10/2008;1200;0;;18.7;;;
82890;31/10/2008;0000;;33;;11.5;63;
82890;31/10/2008;1200;0;;19.1;;;
82890;01/11/2008;0000;;32.4;;11.6;63;
82890;01/11/2008;1200;0;;17.9;;;
82890;02/11/2008;0000;;31.8;;10.8;;
82890;02/11/2008;1200;0;;22.1;;;
82890;03/11/2008;0000;;32;;10;72;
82890;03/11/2008;1200;0;;18.9;;;
82890;04/11/2008;0000;;32.6;;11.3;67;
82890;04/11/2008;1200;0;;18.1;;;
82890;05/11/2008;0000;;33.2;;11;43;
82890;05/11/2008;1200;0;;18.1;;;
82890;06/11/2008;0000;;32.6;;11;62;
82890;06/11/2008;1200;0;;18.1;;;
82890;07/11/2008;0000;;34.2;;10.7;61;
82890;07/11/2008;1200;0;;18.3;;;
82890;08/11/2008;0000;;34.2;;10.5;59;
82890;08/11/2008;1200;0;;18.1;;;
82890;09/11/2008;0000;;33.4;;8.8;55;
82890;09/11/2008;1200;0;;16.8;;;
82890;10/11/2008;0000;;33.8;;9.9;62;
82890;10/11/2008;1200;0;;17.5;;;
82890;11/11/2008;0000;;34.6;;10;59;
82890;11/11/2008;1200;0;;17.5;;;
82890;12/11/2008;0000;;33.6;;10.5;59;
82890;12/11/2008;1200;0;;18.1;;;
82890;13/11/2008;0000;;32.8;;10.2;60;
82890;13/11/2008;1200;0;;17.3;;;
82890;14/11/2008;0000;;32.4;;11;66;
82890;14/11/2008;1200;0;;19.1;;;
82890;15/11/2008;0000;;;;11.5;;
82890;15/11/2008;1200;0;;;;;
82890;16/11/2008;0000;;33.4;;6.9;63;
82890;16/11/2008;1200;0;;17.5;;;
82890;17/11/2008;0000;;33.2;;9.3;65;
82890;17/11/2008;1200;0;;19.7;;;
82890;18/11/2008;0000;;33;;7.4;67;
82890;18/11/2008;1200;0;;20.5;;;
82890;19/11/2008;0000;;33.8;;7.6;60;
82890;19/11/2008;1200;0;;18.5;;;
82890;20/11/2008;0000;;34.6;;9.1;60;
82890;20/11/2008;1200;0;;17.7;;;
82890;21/11/2008;0000;;33.8;;10.6;62;
82890;21/11/2008;1200;0;;15;;;
82890;22/11/2008;0000;;32.6;;11.8;61;
82890;22/11/2008;1200;0;;17.5;;;
82890;23/11/2008;0000;;32.4;;10.8;65;
82890;23/11/2008;1200;0;;17.3;;;
82890;24/11/2008;0000;;32.6;;8.6;67;
82890;24/11/2008;1200;0;;18.1;;;
82890;25/11/2008;0000;;33.2;;9.2;64;
82890;25/11/2008;1200;0;;19.7;;;
82890;26/11/2008;0000;;33;;9.3;62;
82890;26/11/2008;1200;0;;19.7;;;
82890;27/11/2008;0000;;32.4;;10.9;60;
82890;27/11/2008;1200;0;;19.1;;;
82890;28/11/2008;0000;;34;;11.6;57;
82890;28/11/2008;1200;0;;17.5;;;
82890;29/11/2008;0000;;33.6;;7.1;60;
82890;29/11/2008;1200;0;;19.9;;;
82890;30/11/2008;0000;;34;;8.8;59;
82890;30/11/2008;1200;0;;20.1;;;
82890;01/12/2008;0000;;34.2;;8.2;56;
82890;01/12/2008;1200;0;;19.1;;;
82890;02/12/2008;0000;;34.2;;8.4;69;
82890;02/12/2008;1200;0;;19.3;;;
82890;03/12/2008;0000;;33;;6.8;51;
82890;03/12/2008;1200;0;;21.7;;;
82890;04/12/2008;0000;;34;;9.8;50;
82890;04/12/2008;1200;0;;20.5;;;
82890;05/12/2008;0000;;36;;11.4;43;
82890;05/12/2008;1200;0;;20.1;;;
82890;06/12/2008;0000;;33.4;;11.3;63;
82890;06/12/2008;1200;0;;16.6;;;
82890;07/12/2008;0000;;31.4;;8.7;65;
82890;07/12/2008;1200;0;;18.5;;;
82890;08/12/2008;0000;;31.6;;10.7;65;
82890;08/12/2008;1200;0;;18.1;;;
82890;09/12/2008;0000;;32.2;;8.5;85;
82890;09/12/2008;1200;0;;19.1;;;
82890;10/12/2008;0000;;33.4;;10.8;66;
82890;10/12/2008;1200;0;;18.5;;;
82890;11/12/2008;0000;;32;;3.2;75;
82890;11/12/2008;1200;0;;19.1;;;
82890;12/12/2008;0000;;32.2;;7.2;64;
82890;12/12/2008;1200;2.5;;19.1;;;
82890;13/12/2008;0000;;33.8;;9.5;60;
82890;13/12/2008;1200;0;;18.1;;;
82890;14/12/2008;0000;;33.4;;9.6;66;
82890;14/12/2008;1200;0;;20.7;;;
82890;15/12/2008;0000;;34.2;;11.5;60;
82890;15/12/2008;1200;0;;19.3;;;
82890;16/12/2008;0000;;34;;8.5;60;
82890;16/12/2008;1200;0;;19.1;;;
82890;17/12/2008;0000;;34;;10.2;63;
82890;17/12/2008;1200;0;;18.7;;;
82890;18/12/2008;0000;;32.8;;11.6;63;
82890;18/12/2008;1200;0;;19.1;;;
82890;19/12/2008;0000;;32.8;;10.4;64;
82890;19/12/2008;1200;0;;18.1;;;
82890;20/12/2008;0000;;31.4;;0.2;73;
82890;20/12/2008;1200;0;;18.9;;;
82890;21/12/2008;0000;;30;;0.2;88;
82890;21/12/2008;1200;2.5;;20.1;;;
82890;22/12/2008;0000;;30.8;;4.6;76;
82890;22/12/2008;1200;13;;20.5;;;
82890;23/12/2008;0000;;32.4;;9.7;65;
82890;23/12/2008;1200;3.2;;19.3;;;
82890;24/12/2008;0000;;33;;8.2;64;
82890;24/12/2008;1200;0;;19.3;;;
82890;25/12/2008;0000;;33.4;;10.4;61;
82890;25/12/2008;1200;0;;18.7;;;
82890;26/12/2008;0000;;31.6;;9.3;59;
82890;26/12/2008;1200;0;;18.5;;;
82890;27/12/2008;0000;;33;;10.3;62;
82890;27/12/2008;1200;0;;18.7;;;
82890;28/12/2008;0000;;33.4;;11;65;
82890;28/12/2008;1200;0;;20.1;;;
82890;29/12/2008;0000;;33.4;;11.1;64;
82890;29/12/2008;1200;0;;19.7;;;
82890;30/12/2008;1200;0;;;;;
82890;19/01/2009;0000;;28.8;;3.5;74;
82890;31/01/2009;0000;;33;;5.3;;
82890;01/02/2009;0000;;28.4;;3.6;79;
82890;01/02/2009;1200;0;;20.9;;;
82890;02/02/2009;0000;;31.6;;8.7;70;
82890;02/02/2009;1200;9;;19.1;;;
82890;03/02/2009;0000;;30.4;;3.1;78;
82890;03/02/2009;1200;0;;19.1;;;
82890;04/02/2009;0000;;31;;6.8;79;
82890;04/02/2009;1200;1.2;;19.5;;;
82890;05/02/2009;0000;;31.4;;10.7;67;
82890;05/02/2009;1200;13.4;;19.1;;;
82890;06/02/2009;0000;;32;;5.7;67;
82890;06/02/2009;1200;0;;19.7;;;
82890;07/02/2009;0000;;33;;10.8;66;
82890;07/02/2009;1200;0;;18.9;;;
82890;08/02/2009;0000;;33.2;;11;67;
82890;08/02/2009;1200;0;;20.1;;;
82890;09/02/2009;0000;;33;;10.6;64;
82890;09/02/2009;1200;0;;19.9;;;
82890;10/02/2009;0000;;33.4;;10.7;64;
82890;10/02/2009;1200;0;;19.1;;;
82890;11/02/2009;0000;;32.6;;9.5;66;
82890;11/02/2009;1200;0;;20.1;;;
82890;12/02/2009;0000;;32.4;;7.3;67;
82890;12/02/2009;1200;0;;20.1;;;
82890;13/02/2009;0000;;28.8;;3.7;80;
82890;13/02/2009;1200;13;;19.3;;;
82890;14/02/2009;0000;;31;;8;71;
82890;14/02/2009;1200;3;;19.5;;;
82890;15/02/2009;0000;;30;;9.2;74;
82890;15/02/2009;1200;0;;19.5;;;
82890;16/02/2009;0000;;31.2;;9.8;65;
82890;16/02/2009;1200;0;;19.3;;;
82890;17/02/2009;0000;;29.8;;6.8;67;
82890;17/02/2009;1200;0;;17.9;;;
82890;18/02/2009;0000;;29.8;;0.9;75;
82890;18/02/2009;1200;0;;19.9;;;
82890;19/02/2009;0000;;28.8;;3.5;74;
82890;19/02/2009;1200;1.5;;19.7;;;
82890;20/02/2009;0000;;29.4;;3.8;79;
82890;20/02/2009;1200;0;;20.3;;;
82890;21/02/2009;0000;;28.2;;3.5;75;
82890;21/02/2009;1200;1.8;;20.5;;;
82890;22/02/2009;0000;;24;;0;91;
82890;22/02/2009;1200;11.2;;19.1;;;
82890;23/02/2009;0000;;24.2;;0;96;
82890;23/02/2009;1200;17.2;;19.1;;;
82890;24/02/2009;0000;;29.2;;6.8;81;
82890;24/02/2009;1200;18;;18.9;;;
82890;25/02/2009;0000;;29.4;;6.7;78;
82890;25/02/2009;1200;0;;18.1;;;
82890;26/02/2009;0000;;28;;7.1;75;
82890;26/02/2009;1200;0;;18.9;;;
82890;27/02/2009;0000;;29;;7.2;78;
82890;27/02/2009;1200;0;;17.5;;;
82890;28/02/2009;0000;;;;1.2;;
82890;28/02/2009;1200;0;;;;;
82890;12/04/2009;0000;;26.6;;4.3;89;
82890;04/05/2009;0000;;26.6;;5.8;;
82890;04/05/2009;1200;0.4;;17.7;;;
82890;05/05/2009;0000;;28.2;;5.9;84;
82890;05/05/2009;1200;19.5;;18.9;;;
82890;06/05/2009;0000;;28.6;;6.1;91;
82890;06/05/2009;1200;23.2;;20.1;;;
82890;07/05/2009;0000;;28.8;;7.9;86;
82890;07/05/2009;1200;28.4;;19.7;;;
82890;08/05/2009;0000;;27.8;;2.9;92;
82890;08/05/2009;1200;1;;20.3;;;
82890;09/05/2009;0000;;28;;8.1;4;
82890;09/05/2009;1200;1;;20.7;;;
82890;10/05/2009;0000;;26.6;;5;91;
82890;10/05/2009;1200;0;;20.3;;;
82890;11/05/2009;0000;;25.6;;1;93;
82890;11/05/2009;1200;1.4;;19.9;;;
82890;12/05/2009;0000;;26.6;;4.3;89;
82890;12/05/2009;1200;4.2;;20.1;;;
82890;13/05/2009;0000;;26.4;;0.6;93;
82890;13/05/2009;1200;13.4;;20.5;;;
82890;14/05/2009;0000;;27.2;;8.7;87;
82890;14/05/2009;1200;2.2;;19.9;;;
82890;15/05/2009;0000;;29.4;;7.8;88;
82890;15/05/2009;1200;2.6;;20.3;;;
82890;16/05/2009;0000;;25.8;;2;94;
82890;16/05/2009;1200;5.4;;20.1;;;
82890;17/05/2009;0000;;27.6;;6.3;83;
82890;17/05/2009;1200;7.2;;19.7;;;
82890;18/05/2009;0000;;26.2;;4.3;94;
82890;18/05/2009;1200;0;;19.7;;;
82890;19/05/2009;0000;;27.2;;10.1;87;
82890;19/05/2009;1200;3.8;;18.9;;;
82890;20/05/2009;0000;;25.6;;4;95;
82890;20/05/2009;1200;16.8;;20.1;;;
82890;21/05/2009;0000;;25.4;;0;93;
82890;21/05/2009;1200;7.8;;19.7;;;
82890;22/05/2009;0000;;27;;5.4;90;
82890;22/05/2009;1200;16.2;;19.7;;;
82890;23/05/2009;0000;;26.8;;6.6;86;
82890;23/05/2009;1200;0.4;;19.3;;;
82890;24/05/2009;0000;;23;;0;97;
82890;24/05/2009;1200;0;;18.7;;;
82890;25/05/2009;0000;;22.8;;0;95;
82890;25/05/2009;1200;5.4;;19.7;;;
82890;26/05/2009;0000;;24.2;;1.1;94;
82890;26/05/2009;1200;9.2;;18.5;;;
82890;27/05/2009;0000;;26.2;;2.6;94;
82890;27/05/2009;1200;11.8;;18.5;;;
82890;28/05/2009;0000;;27.2;;5;90;
82890;28/05/2009;1200;31.2;;19.9;;;
82890;29/05/2009;0000;;27.2;;5.2;93;
82890;29/05/2009;1200;4.2;;19.1;;;
82890;30/05/2009;0000;;26.8;;5;93;
82890;30/05/2009;1200;13.2;;18.7;;;
82890;31/05/2009;0000;;25.2;;7.3;88;
82890;31/05/2009;1200;27;;18.3;;;
82890;01/06/2009;0000;;26.4;;6.7;88;
82890;01/06/2009;1200;3.2;;18.5;;;
82890;02/06/2009;0000;;27.8;;10.3;87;
82890;02/06/2009;1200;0;;18.1;;;
82890;03/06/2009;0000;;27.2;;9.7;84;
82890;03/06/2009;1200;0;;18.9;;;
82890;04/06/2009;0000;;26.8;;7.4;85;
82890;04/06/2009;1200;0;;19.3;;;
82890;05/06/2009;0000;;26.2;;3.4;88;
82890;05/06/2009;1200;0;;19.5;;;
82890;06/06/2009;0000;;26.4;;4;92;
82890;06/06/2009;1200;2;;18.9;;;
82890;07/06/2009;0000;;24;;1.7;93;
82890;07/06/2009;1200;0;;17.7;;;
82890;08/06/2009;0000;;23.8;;1.4;92;
82890;08/06/2009;1200;13.4;;18.9;;;
82890;09/06/2009;0000;;26.6;;5.7;89;
82890;09/06/2009;1200;1.7;;18.9;;;
82890;10/06/2009;0000;;26.8;;3.1;90;
82890;10/06/2009;1200;11.6;;18.9;;;
82890;11/06/2009;0000;;24.2;;4.8;93;
82890;11/06/2009;1200;0;;16.8;;;
82890;12/06/2009;0000;;21.8;;0;95;
82890;12/06/2009;1200;21.8;;17.3;;;
82890;13/06/2009;0000;;25.8;;7.7;87;
82890;13/06/2009;1200;0;;17.5;;;
82890;14/06/2009;0000;;25.4;;8.9;88;
82890;14/06/2009;1200;0;;19.3;;;
82890;15/06/2009;0000;;23.8;;1;93;
82890;15/06/2009;1200;1;;17.3;;;
82890;16/06/2009;0000;;25.4;;6.8;87;
82890;16/06/2009;1200;0.4;;17;;;
82890;17/06/2009;0000;;24.8;;4.4;91;
82890;17/06/2009;1200;0;;17.3;;;
82890;18/06/2009;0000;;23.8;;3.1;92;
82890;18/06/2009;1200;3.1;;18.3;;;
82890;19/06/2009;0000;;26;;9.6;88;
82890;19/06/2009;1200;0;;15.6;;;
82890;20/06/2009;0000;;24.4;;5.9;95;
82890;20/06/2009;1200;3.8;;18.5;;;
82890;21/06/2009;0000;;25.2;;10.4;88;
82890;21/06/2009;1200;2.8;;17.5;;;
82890;22/06/2009;0000;;21.4;;7.7;84;
82890;22/06/2009;1200;0.3;;18.9;;;
82890;23/06/2009;0000;;26.4;;7.3;86;
82890;23/06/2009;1200;0;;18.1;;;
82890;24/06/2009;0000;;27.2;;8.3;85;
82890;24/06/2009;1200;0;;18.9;;;
82890;25/06/2009;0000;;21.4;;5.1;88;
82890;25/06/2009;1200;0;;18.5;;;
82890;26/06/2009;0000;;25.8;;2.7;92;
82890;26/06/2009;1200;0.6;;19.5;;;
82890;27/06/2009;0000;;24.2;;2.3;96;
82890;27/06/2009;1200;0.2;;18.5;;;
82890;28/06/2009;0000;;24.8;;6.3;86;
82890;28/06/2009;1200;12.6;;18.5;;;
82890;29/06/2009;0000;;25.2;;6.3;88;
82890;29/06/2009;1200;0.2;;17.3;;;
82890;30/06/2009;0000;;25.2;;5.7;87;
82890;30/06/2009;1200;0;;18.1;;;
82890;01/07/2009;0000;;23.6;;2.2;94;
82890;01/07/2009;1200;2.7;;17.3;;;
82890;02/07/2009;0000;;26.2;;4;94;
82890;02/07/2009;1200;22.4;;19.3;;;
82890;03/07/2009;0000;;25.6;;9.8;86;
82890;03/07/2009;1200;7.9;;18.3;;;
82890;04/07/2009;0000;;23.8;;0.5;90;
82890;04/07/2009;1200;0;;16.4;;;
82890;05/07/2009;0000;;25.6;;9.2;82;
82890;05/07/2009;1200;2.4;;17.9;;;
82890;06/07/2009;0000;;23;;1;89;
82890;06/07/2009;1200;0;;16.8;;;
82890;07/07/2009;0000;;24.2;;3.3;88;
82890;07/07/2009;1200;0.4;;18.1;;;
82890;08/07/2009;0000;;24.8;;6.4;91;
82890;08/07/2009;1200;0;;15.8;;;
82890;09/07/2009;0000;;25.8;;8.6;85;
82890;09/07/2009;1200;1.2;;16.2;;;
82890;10/07/2009;0000;;26.6;;6.3;88;
82890;10/07/2009;1200;0.2;;17.5;;;
82890;11/07/2009;0000;;26.2;;9.5;81;
82890;11/07/2009;1200;0;;17.3;;;
82890;12/07/2009;0000;;26.4;;6.2;86;
82890;12/07/2009;1200;0;;16.4;;;
82890;13/07/2009;0000;;26.4;;6.2;85;
82890;13/07/2009;1200;0;;17.9;;;
82890;14/07/2009;0000;;25.8;;9.5;90;
82890;14/07/2009;1200;0;;18.1;;;
82890;15/07/2009;0000;;25.2;;7.8;87;
82890;15/07/2009;1200;2.7;;17;;;
82890;16/07/2009;0000;;25.8;;6;86;
82890;16/07/2009;1200;2.4;;18.5;;;
82890;17/07/2009;0000;;25.2;;8.1;84;
82890;17/07/2009;1200;0.2;;16.4;;;
82890;18/07/2009;0000;;25.8;;10.8;81;
82890;18/07/2009;1200;0;;14.6;;;
82890;19/07/2009;0000;;24.4;;3.2;89;
82890;19/07/2009;1200;0;;15;;;
82890;20/07/2009;0000;;25.4;;1.8;91;
82890;20/07/2009;1200;0.8;;18.1;;;
82890;21/07/2009;0000;;26.6;;9;86;
82890;21/07/2009;1200;20.7;;18.3;;;
82890;22/07/2009;0000;;25;;2.5;92;
82890;22/07/2009;1200;5.2;;18.5;;;
82890;23/07/2009;0000;;24.6;;4.3;87;
82890;23/07/2009;1200;1.8;;18.5;;;
82890;24/07/2009;0000;;26.8;;9.8;82;
82890;24/07/2009;1200;3.1;;18.5;;;
82890;25/07/2009;0000;;26.4;;10.8;80;
82890;25/07/2009;1200;0;;17.7;;;
82890;26/07/2009;0000;;26.4;;8.9;84;
82890;26/07/2009;1200;0.2;;17.9;;;
82890;27/07/2009;0000;;26.6;;7.7;85;
82890;27/07/2009;1200;0.4;;16;;;
82890;28/07/2009;0000;;26.4;;10.5;84;
82890;28/07/2009;1200;0;;15.2;;;
82890;29/07/2009;0000;;26.6;;9.7;85;
82890;29/07/2009;1200;0;;18.1;;;
82890;30/07/2009;0000;;26.4;;9;85;
82890;30/07/2009;1200;5.8;;18.1;;;
82890;31/07/2009;0000;;26.8;;6.5;82;
82890;31/07/2009;1200;0;;17.3;;;
82890;01/08/2009;0000;;24.4;;6;89;
82890;01/08/2009;1200;0;;17;;;
82890;02/08/2009;0000;;26.2;;8.7;83;
82890;02/08/2009;1200;7.6;;17.7;;;
82890;03/08/2009;0000;;25.8;;4.5;89;
82890;03/08/2009;1200;1.8;;16;;;
82890;04/08/2009;0000;;27.2;;8.3;85;
82890;04/08/2009;1200;1.9;;18.3;;;
82890;05/08/2009;0000;;24;;2.9;95;
82890;05/08/2009;1200;0;;15.8;;;
82890;06/08/2009;0000;;23.6;;2;92;
82890;06/08/2009;1200;6.6;;17.7;;;
82890;07/08/2009;0000;;22.8;;0.5;92;
82890;07/08/2009;1200;24.6;;17.5;;;
82890;08/08/2009;0000;;26;;8.5;80;
82890;08/08/2009;1200;7.2;;17.5;;;
82890;09/08/2009;0000;;24.4;;5;89;
82890;09/08/2009;1200;0;;17;;;
82890;10/08/2009;0000;;26.4;;7.8;87;
82890;10/08/2009;1200;3.4;;17.5;;;
82890;11/08/2009;0000;;27;;10.7;78;
82890;11/08/2009;1200;0;;16.2;;;
82890;12/08/2009;0000;;23.8;;3.8;90;
82890;12/08/2009;1200;1.9;;16.4;;;
82890;13/08/2009;0000;;26;;10;87;
82890;13/08/2009;1200;0;;14.6;;;
82890;14/08/2009;0000;;25.4;;7.1;90;
82890;14/08/2009;1200;1.2;;17.3;;;
82890;15/08/2009;0000;;25.4;;3.2;88;
82890;15/08/2009;1200;5.3;;17.3;;;
82890;16/08/2009;0000;;25.2;;6.7;77;
82890;16/08/2009;1200;3.8;;17.5;;;
82890;17/08/2009;0000;;26.6;;10;80;
82890;17/08/2009;1200;0;;16;;;
82890;18/08/2009;0000;;25.6;;2.3;86;
82890;18/08/2009;1200;0;;16.4;;;
82890;19/08/2009;0000;;28;;5.2;80;
82890;19/08/2009;1200;0;;18.7;;;
82890;20/08/2009;0000;;25.2;;2;90;
82890;20/08/2009;1200;0;;18.3;;;
82890;21/08/2009;0000;;27.8;;10;84;
82890;21/08/2009;1200;4;;17.5;;;
